Source path,Class name,Checksum,Description,Responsibility,Pattern 1,Pattern 2,Pattern 3,Inference time (ms),Input tokens,Output tokens
exist-core/src/main/java/org/exist/xquery/WindowExpr.java,org.exist.xquery.WindowExpr$Window,c49556586ea5c3c9bb2203fd515ff86453a5236f6511fd2f8425209e9c68f023,"This class represents a time-bound window for collecting a sequence of items, with defined start and end states and optional associated context variables.",Windowing items,State,Value Object,,1357,597,97
exist-core/src/main/java/org/exist/xquery/WindowExpr.java,org.exist.xquery.WindowExpr,302c34e5eb54a03d9273737d6c2a65400536472a8e148ce6d1fc6581d7a415a8,"This class represents an XQuery window expression, defining how to process an input sequence by dividing it into windows based on start and end conditions, and then evaluating a return expression for each window.",Window processing,Visitor,Expression Tree,,512,1532,107
exist-core/src/main/java/org/exist/xquery/CastExpression.java,org.exist.xquery.CastExpression$FunctionWrapper,8225a0926d297473898cab35146ba4cd360dc8fd230d99cbb4ca5b8ec29d8d12,"This class acts as a wrapper for a cast expression, enabling its evaluation within a function context.",Expression evaluation,Adapter,,,439,492,70
exist-core/src/main/java/org/exist/xquery/CastExpression.java,org.exist.xquery.CastExpression,248758eb91edc7c069a86c8ae6d25a40f86d7c086f9f4e06a69b55834256a855,"This class represents and evaluates expressions that involve casting a given expression to a specific required type and cardinality, functioning as a type constructor within the system.",Type casting,Expression,Visitor,Strategy,753,1080,114
exist-core/src/main/java/org/exist/xquery/FunctionDSL.java,org.exist.xquery.FunctionDSL,bfaacbf303bb2cf0a83e38b16234c02efb6fca9ff4d3323607fa6bd225dc2da1,"This class provides a Domain Specific Language (DSL) for defining function signatures and their implementations, simplifying the process of declaring and registering functions within the system.",Function Definition,Builder,Fluent Interface,DSL,2470,5461,116
exist-core/src/main/java/org/exist/xquery/OpNumeric.java,org.exist.xquery.OpNumeric$OpEntry,964a5d4a7f68c2878868624eb6a71f54edaaf0d4287c8797ad637a8b8dea8258,"Represents a specific arithmetic operation with its associated operand types and result type, designed to be ordered and compared with other operations.",Operation Definition,Value Object,Comparable,,673,534,94
exist-core/src/main/java/org/exist/xquery/OpNumeric.java,org.exist.xquery.OpNumeric,271d5fb9d657ff98239a0fa36902da6a92a8a9e134e95eaf502589a9d990d5e7,"Performs numeric and temporal operations between two operands, handling type promotions and specific error conditions like division by zero.",Numeric Operation,Strategy,Visitor,Template Method,585,3013,108
exist-core/src/main/java/org/exist/xquery/PartialFunctionApplication.java,org.exist.xquery.PartialFunctionApplication$PrecomputedValue,88c2ad06e3cb92954933d00d69ffac88d372ddb56fff055516e03a0983520452,"This class represents a precomputed sequence that is returned directly during evaluation, disregarding any runtime context.",Precomputed value,Strategy,Value Object,,553,618,89
exist-core/src/main/java/org/exist/xquery/PartialFunctionApplication.java,org.exist.xquery.PartialFunctionApplication,6b624616318fbd77403cb6b38b42bdce19ad4434f1c0c90575d884b531279ec3,"This class represents the concept of partial function application, allowing a function to be applied with some arguments fixed, returning a new function with fewer arguments. It caches analysis context and can evaluate itself by creating a new function reference.",Function Application,Expression,Factory,Memoization,794,830,130
exist-core/src/main/java/org/exist/xquery/ParentSelector.java,org.exist.xquery.ParentSelector,2304a5bbb3855359d88dc0ec1837012275f7e1fd4f78143b56bacd934777960c,"This class selects parent nodes within a document context, enabling navigation and retrieval of a specific node based on its identifier.",Node Selection,Strategy,Visitor,,656,447,91
exist-core/src/main/java/org/exist/xquery/FunctionSignature.java,org.exist.xquery.FunctionSignature,a447659deb64314e6e4b778b474cc32fe74df05ff524907937a7abbe17a9ca25,"This class defines the structure and metadata for a function, including its name, argument types, return type, and descriptive information.",Function definition,Value Object,Data Transfer Object,,560,1399,96
exist-core/src/main/java/org/exist/xquery/GroupSpec.java,org.exist.xquery.GroupSpec,211d3a026679cd28e317cf369a1a85081344612ceed15297a44f8dc3079fd1d2,"This class specifies how to group items in a query, including the expression to group by, the name and type of the resulting key variable, and optional collation settings.",Grouping specification,Value Object,Specification,,694,837,102
exist-core/src/main/java/org/exist/xquery/JavaCall.java,org.exist.xquery.JavaCall,e286017e8f2d80d959892b266a9eb0d7529e2c685b218f8326ce95393dbdb928,"This class represents a special function call to a Java method or constructor whose namespace URI begins with ""java:"". It handles the identification, analysis, and evaluation of such calls within the system.",Java Calls,Strategy,Adapter,,825,984,106
exist-core/src/main/java/org/exist/xquery/ConcatExpr.java,org.exist.xquery.ConcatExpr,c213a49b5a32241960ea3945f3c49d8841259b9e83688db8e8c4ca07968f3dbf,"This class represents and evaluates an XQuery expression for string concatenation, ensuring compatibility with XQuery versions and handling the atomization and sequencing of string values for the concatenation.",String Concatenation,Expression Tree,Visitor,Abstract Factory,781,689,122
exist-core/src/main/java/org/exist/xquery/InlineFunction.java,org.exist.xquery.InlineFunction,97c0c5208faf8d8932b711f7fbd7aaad442bd834c8ff521f5f025d80be7dff3d,"This class represents an XQuery 3.0 inline function expression, managing its definition, analysis context, and execution as a function call.",Function Expression,Strategy,Composite,Interpreter,965,787,113
exist-core/src/main/java/org/exist/xquery/AttributeConstructor.java,org.exist.xquery.AttributeConstructor,83388b588aca9362e4b64ea177b2ecdf9fbd4e252c14fef6216adcd2f84c9735,"This class constructs an attribute node, which can contain literal values or enclosed expressions, and supports analysis and evaluation within an XQuery processing context.",Attribute construction,Visitor,Composite,Expression Tree,560,1146,114
exist-core/src/main/java/org/exist/xquery/LibraryModuleRoot.java,org.exist.xquery.LibraryModuleRoot,eae71428d8574f918fcab5a0224926ac77da3d5f857e44898eeb5d4b15216b0b,"This class defines the root of a library module within an XQuery context, responsible for managing default function namespaces and their prefixes.",Module root,Abstract Base Class,Visitor,,509,466,95
exist-core/src/main/java/org/exist/xquery/AbstractPragma.java,org.exist.xquery.AbstractPragma,075a4f9c43754530a055bddba580578c0c22da775f08186c9a21bec4078f459e,"This abstract class provides a foundational structure for XQuery Pragma expressions, defining common properties and offering default, no-operation implementations for lifecycle and analysis methods that subclasses are expected to override.",Pragma Expression,Template Method,Abstract Base Class,,589,942,109
exist-core/src/main/java/org/exist/xquery/Dependency.java,org.exist.xquery.Dependency,56693f3a6e7ade0e8aa05f7939f2c804f24e31f06e2ce515c08b5105cf36f9b8,"This class defines and manages bit flags to represent the various dependencies an expression can have within the execution context, such as the context sequence, context item, local variables, context variables, and context position.",Dependency Flags,Bit Field,,,1500,952,92
exist-core/src/main/java/org/exist/xquery/UnaryExpr.java,org.exist.xquery.UnaryExpr,5cae687e8897641bfe40ff52b1680d64122e2a69dac6bf56988c9b1a7c8f78f5,"Represents a unary arithmetic operation, such as negation or a positive sign, applied to an expression.",Unary Operation,Composite,Expression,,524,622,88
exist-core/src/main/java/org/exist/xquery/XPathErrorProvider.java,org.exist.xquery.XPathErrorProvider,4c0da20028c74868f6af4007b495523436beb216e53ece74d1730bd7ccc3c044,"This interface defines a contract for providing XPath error codes, allowing different implementations to supply specific error information.",Error Provision,Interface,Strategy,,1805,458,88
exist-core/src/main/java/org/exist/xquery/EmptySequenceExpr.java,org.exist.xquery.EmptySequenceExpr,5191bb23beef08c8525179d9c74e963be1718cd3b99cd82d785f626887406aba,"This class represents an empty sequence constructor in an XQuery expression, serving as a placeholder for no results.",Empty sequence,Expression,Abstract syntax tree node,,454,606,92
exist-core/src/main/java/org/exist/xquery/Annotations.java,org.exist.xquery.Annotations,27fa8912f468987747d22c06c8c4b1f81f86e0f6143228fa35514a31ad640644,This class acts as a registry for managing and retrieving annotation triggers based on namespaces and annotation names.,Annotation Registry,Singleton,Registry,,513,570,87
exist-core/src/main/java/org/exist/xquery/DocumentConstructor.java,org.exist.xquery.DocumentConstructor,56e7e93bfae35861c3c6c041ea355b9391fde6e65133f53e1024667b77148a86,"This class dynamically constructs an XML document by processing a given expression, creating a new document node with a unique identity and populating it with the evaluated content.",Document Construction,Builder,Visitor,,636,833,99
exist-core/src/main/java/org/exist/xquery/UntypedValueCheck.java,org.exist.xquery.UntypedValueCheck,b267437cfcd5a68c1e82e26bf278325edbd84dffe880ba3b81588ab043109bc1,"This class performs runtime type checking and conversion for untyped atomic values within an expression, ensuring they conform to a specified required type.",Type Checking,Interpreter,Strategy,Composite,618,1326,112
exist-core/src/main/java/org/exist/xquery/xqdoc/XQDocHelper.java,org.exist.xquery.xqdoc.XQDocHelper,c8213c40bb6ad6bfbabdec5dc31120435c02ebb495ff0ab2a0352392e7144e29,This class assists in parsing and applying XQDoc comments found within function signatures and external modules to enrich their metadata and descriptions.,XQDoc Parsing,Helper,Builder,,477,824,95
exist-core/src/main/java/org/exist/xquery/modules/ModuleUtils.java,org.exist.xquery.modules.ModuleUtils$ContextMapLocks,ec05c2f806c8d31d4e068e02063eb4c39c59ceba1d999c4728bba6d42b3e32d8,"This class manages and provides access to read-write locks for different context map names, ensuring thread-safe access to these context maps.",Lock Management,Singleton,Factory,,657,416,95
exist-core/src/main/java/org/exist/xquery/modules/ModuleUtils.java,org.exist.xquery.modules.ModuleUtils$ContextMapModifier,4a6568b0e30dc109f98e3ce58c4180f32892820cb20f5322bd9077e113821a9c,"This functional interface defines a contract for operations that modify a map of Long keys to generic type T values, returning a value of generic type U.",Map Transformation,Strategy,Functional Interface,,614,432,98
exist-core/src/main/java/org/exist/xquery/modules/ModuleUtils.java,org.exist.xquery.modules.ModuleUtils$ContextMapModifierWithoutResult,12f4342c07a3748a2a7a00492950e975149a132fb9d770fee29a9253297b0b2a,"This interface defines a contract for operations that modify a map of key-value pairs without returning a new map or specific result. It provides a default implementation for a generic `modify` method that internally calls a specific `modifyWithoutResult` method, which is intended to be implemented by concrete classes.",Map modification,Strategy,Functional Interface,,628,491,128
exist-core/src/main/java/org/exist/xquery/modules/ModuleUtils.java,org.exist.xquery.modules.ModuleUtils$ContextMapReader,90b0fea289b70a4d3e9ba63220cabcecbe2fc7b03ab4a5e09bb5b1107b5f23bc,This interface defines a contract for reading entries from a map based on their keys.,Map Reading,Strategy,,,415,422,67
exist-core/src/main/java/org/exist/xquery/modules/ModuleUtils.java,org.exist.xquery.modules.ModuleUtils$ContextMapEntryModifier,d62281b6e86d7be28b704fa389f14e05c32c1b3ccd22703175d61c7d70430674,"This abstract class defines a contract for modifying entries within a map. It provides a default implementation for iterating through a map and applying a modification to each entry, and requires subclasses to implement a method for modifying individual entries.",Map entry modification,Template Method,Strategy,,515,520,113
exist-core/src/main/java/org/exist/xquery/modules/ModuleUtils.java,org.exist.xquery.modules.ModuleUtils,089dd70e7b737f2b0adac5420a9b8677c7c25a2e2140050f794f90eb5212c0ed,"This class provides utility methods for integrating external XML, HTML, and Java objects into an XQuery execution context. It handles parsing various input formats into XML nodes, transforming HTML into XHTML, and managing object storage and retrieval within the XQuery environment.",XQuery Integration,Utility Class,Facade,State Holder,648,4362,137
exist-core/src/main/java/org/exist/xquery/CountClause.java,org.exist.xquery.CountClause,f4a97248505e2b20d21fd208ff7fa7314c30e12817350260220523617963742c,"This class implements a count clause within FLWOR expressions, managing a counter and associated variable for iterative processing of sequences.",Count Clause,Visitor,Command,Strategy,567,1027,108
exist-core/src/main/java/org/exist/xquery/FunctionCall.java,org.exist.xquery.FunctionCall$DeferredFunctionCallImpl,1d553f08cb122e4ada477f90e4e09afcc4dad90d0e9fa03418b700f6d0c43592,"This class represents a deferred call to a user-defined function, allowing for its execution with specific context and expressions.",Function Execution,Command,Strategy,,506,624,91
exist-core/src/main/java/org/exist/xquery/FunctionCall.java,org.exist.xquery.FunctionCall,8afd44d1fda6faa058fcdd0fd0e6d4a3b51ffd1d719f174382bb3d128405a310,"Represents a call to a user-defined function, ensuring all parameters are validated against the function's signature.",Function Invocation,Interpreter,Strategy,Visitor,485,1707,109
exist-core/src/main/java/org/exist/xquery/Function.java,org.exist.xquery.Function$Placeholder,a033bd8fe5e15f1780d819f6f236b2f3385bdf66633ba0697e446a05ddcbddcd,"This class represents a placeholder in an XQuery expression, typically used during query analysis and evaluation. It's designed to signify an unexpanded part of a query, and its evaluation results in an error indicating it should have been resolved.",Expression Placeholder,Abstract Expression,Visitor,,634,600,116
exist-core/src/main/java/org/exist/xquery/Function.java,org.exist.xquery.Function,3906c6afcb969029edbd34d15653a542484d1daf3bdf09709529e6cad6094576,"This abstract class serves as the foundation for all functions, both built-in and user-defined, within an XQuery processing system. It defines the structure and common behaviors for functions, including their signatures, arguments, and how they are analyzed and evaluated in the context of an XQuery expression.",Function Representation,Template Method,Abstract Base Class,Strategy,713,2691,147
exist-core/src/main/java/org/exist/xquery/NodeSelector.java,org.exist.xquery.NodeSelector,9ba9ef07dc0b5be41d464599bb5532b1aaf6a9a8e585c4eeca7962ae649e83c1,This interface defines a contract for selecting a specific node within a document based on its identifier.,Node Selection,Strategy,,,485,437,69
exist-core/src/main/java/org/exist/xquery/FailTest.java,org.exist.xquery.FailTest,8ca2a101fa0bef290775d54c235a1f1a83d61ffe5664f752057a83a62e71d438,"This class represents a node test that is designed to never succeed, serving as a default or placeholder in scenarios where no attribute node kinds should be matched.",Never Match,Sentinel Value,Constant Object,,556,762,100
exist-core/src/main/java/org/exist/xquery/UserSwitchingBasicFunction.java,org.exist.xquery.UserSwitchingBasicFunction,0d461a652fdd4779bca429427e87f784356686b4c8801031a79323709384f0d0,"This abstract class provides a mechanism to temporarily switch the active user context within an XQuery execution environment, ensuring that the original user context is restored upon completion or reset.",User context switching,Template Method,State,,589,741,103
exist-core/src/main/java/org/exist/xquery/ExtensionExpression.java,org.exist.xquery.ExtensionExpression,3dd4262e1c269389172c1aa563451ea57145982a4dbe896923bba504c2c33388,"This class represents an XQuery extension expression, which is composed of one or more pragmas followed by an inner expression. It handles the evaluation and analysis of these expressions, allowing pragmas to influence the execution flow before the inner expression is processed.",Expression evaluation,Interpreter,Composite,Strategy,858,1171,134
exist-core/src/main/java/org/exist/xquery/DynamicTextConstructor.java,org.exist.xquery.DynamicTextConstructor,d4cc9b2fa40c7d0789d77f9352399f0dda3a338ff609916052c42075fc3a5c9f,This class constructs a text node whose character content is determined at evaluation time based on an associated expression.,Dynamic text,Visitor,Composite,,529,871,88
exist-core/src/main/java/org/exist/xquery/regex/RegexUtil.java,org.exist.xquery.regex.RegexUtil,d7b7b2120684a7ec6e09fe56ccac9e45624c2439acf12bb776d5e380421d1f3b,This class provides utility methods for parsing and translating regular expression flags and patterns between XQuery and Java syntax.,Regex translation,Utility Class,,,421,1124,73
exist-core/src/main/java/org/exist/xquery/ClosureVariable.java,org.exist.xquery.ClosureVariable,0f65b53424dd8f7c7fb7757c4d8469c50731a486f8d725d03035a9d02ddf92bf,"This class represents a local variable that is accessible from an inline function, extending the functionality of a standard local variable to specifically handle closure scenarios.",Closure variable,Inheritance,Encapsulation,,936,427,99
exist-core/src/main/java/org/exist/xquery/Optimizable.java,org.exist.xquery.Optimizable,c78a101b4928481253d5fbcbbe67204306e5af7d21840df37dd72f88f9429fa0,"This interface defines a contract for objects that can be optimized, providing methods to filter optimizable items from a sequence, determine self-optimization capabilities, perform child optimizations, pre-select nodes for optimization, and specify an optimization axis.",Optimization Interface,Strategy,Expression,,708,688,114
exist-core/src/main/java/org/exist/xquery/parser/XQueryAST.java,org.exist.xquery.parser.XQueryAST,fec34ba17fddc038a5507cffdf4921ddd8cd591fad56be835c93874fdb04d8db,"This class represents a node in an Abstract Syntax Tree (AST) specifically designed for XQuery, extending common AST functionality to include lexical information such as line and column numbers.",AST Node,Node,Composite,,501,878,102
exist-core/src/main/java/org/exist/xquery/parser/XQueryFunctionAST.java,org.exist.xquery.parser.XQueryFunctionAST,2250a756b9d40ab5b6857f7345fe98e32abb2b3efdebb6ff2da004607f065015,"This class represents an Abstract Syntax Tree (AST) node specifically for XQuery function declarations, designed to retain associated XQDoc comments.",Function AST,Abstract Syntax Tree,Visitor,,451,485,97
exist-core/src/main/java/org/exist/xquery/value/BinaryValueFromInputStream.java,org.exist.xquery.value.BinaryValueFromInputStream,a4e3907d431f6793877ec772ee753a7d572216d4fe4cffd7367113bbf37b173f,"This class represents XSD binary data, such as base64Binary or hexBinary, where the data source is an InputStream and supports caching and streaming.",Binary Value,Factory,Proxy,Resource Management,597,933,117
exist-core/src/main/java/org/exist/xquery/value/DoubleValue.java,org.exist.xquery.value.DoubleValue,99ea031282732b3122278e58b1c9ef520b260219040eda0481ffc67e5ffb5281,"Represents a double-precision floating-point number, including special values like positive and negative infinity, and Not-a-Number (NaN), and provides methods for various arithmetic operations, conversions, and comparisons.",Double value,Value Object,Immutable,Flyweight,580,2554,129
exist-core/src/main/java/org/exist/xquery/value/EmptySequenceIterator.java,org.exist.xquery.value.EmptySequenceIterator,ad5630ea6829d8475976b05933064f1f21c44c07ac4eff4808c7069afa2ec9ba,"This iterator represents an empty sequence, providing no subsequent elements.",Empty Iterator,Iterator,Empty Object,,550,581,81
exist-core/src/main/java/org/exist/xquery/value/YearMonthDurationValue.java,org.exist.xquery.value.YearMonthDurationValue,52262db4f3b5c797610ddac33d0b4be60bc5de6a15d871e0524ed9facbc3194f,"This class represents a duration value specifically for years and months, providing functionalities for creating, manipulating, and converting these durations within an XPath context.",Year-Month Duration,Value Object,Immutable,Builder (implicit in constructors),673,1041,120
exist-core/src/main/java/org/exist/xquery/value/GMonthDayValue.java,org.exist.xquery.value.GMonthDayValue,6c7366e6ee6e7883fd366a74106a85fba5b4bf05eaec941f6a5c464217dcfbfb,"This class represents a Gregorian month and day value, handling its creation, conversion to different data types, and providing basic date-time operations. It is designed to store and manipulate month-day information within an XML Gregorian calendar context.",MonthDay value,Value Object,Type Conversion,,631,749,117
exist-core/src/main/java/org/exist/xquery/value/SubSequence.java,org.exist.xquery.value.SubSequence$CollectionIterator,3962ae82b77138eec693f64bf18107d2f3d95e4773c5873c122fcb700994a842,"This class iterates through a sequence of items, yielding distinct collections of persistent nodes. It effectively groups consecutive persistent nodes that belong to the same document collection.",Collection iteration,Iterator,,,451,533,81
exist-core/src/main/java/org/exist/xquery/value/SubSequence.java,org.exist.xquery.value.SubSequence$SubSequenceIterator,e861114a647ea4b9df2a30b0b96d91f759226781280b974ef5e02053f4c94086,"This class acts as an iterator that provides access to a specific range of elements within a larger sequence, allowing for efficient traversal and manipulation of sub-sequences.",Sequence view,Iterator,Decorator,,491,613,99
exist-core/src/main/java/org/exist/xquery/value/SubSequence.java,org.exist.xquery.value.SubSequence,cac793dc94a416c916b04656d231cb3b599409943ee6698ca1d851b5194b7be2,"This class provides an immutable view of a portion of an underlying sequence, allowing access to a sub-sequence without modifying the original sequence.",Sequence view,Decorator,View,Immutable,631,2131,112
exist-core/src/main/java/org/exist/xquery/value/DateTimeValue.java,org.exist.xquery.value.DateTimeValue,8aa50dc558da978ac7d408ad02617e656bd3dab2f15e6c0713948e0787e8dc12,"This class represents a specific date and time value, supporting various constructors for different input formats and providing methods for manipulation, conversion, and serialization.",DateTime representation,Value Object,Data Transfer Object,,610,1258,99
exist-core/src/main/java/org/exist/xquery/value/UntypedAtomicValue.java,org.exist.xquery.value.UntypedAtomicValue,34925762f455004f8c2880aeefa652b07ab0c29737e657f26a419aa1a667c39a,"This class represents an untyped atomic value, primarily holding a string representation, and provides methods for converting it to various specific atomic types and performing comparisons.",Atomic Value,Value Object,Conversion,Strategy,536,1943,117
exist-core/src/main/java/org/exist/xquery/value/GYearMonthValue.java,org.exist.xquery.value.GYearMonthValue,12aa404247a082094b30259dffefad70770610c90e6a2ae69484bd15bbe58a09,"This class represents a year and month value within a date-time context, providing functionality for its creation, conversion, comparison, and arithmetic operations.",Date-time,Value Object,Type Conversion,,591,796,100
exist-core/src/main/java/org/exist/xquery/value/Item.java,org.exist.xquery.value.Item,99365c801a1c892304bde4a3a2aacc95e51d3d5b4c26c09cd4047bc7cd282fc6,"This interface defines the contract for items within an XPath 2.0 sequence, representing either atomic values or nodes, and provides methods for accessing their properties, converting them, and managing their resources.",XPath Item,Interface,Value Object,Data Transfer Object,910,1373,127
exist-core/src/main/java/org/exist/xquery/value/FunctionParameterSequenceType.java,org.exist.xquery.value.FunctionParameterSequenceType,467056b0dfb6bf11f4b4678429443a91c0726a7c906d72b1745c81b8180b5071,"This class defines the characteristics of a parameter for an XQuery function, including its name, data type, cardinality, and a descriptive text.",Function parameter,Value Object,Data Transfer Object,,454,811,99
exist-core/src/main/java/org/exist/xquery/value/ValueSequence.java,org.exist.xquery.value.ValueSequence$InMemoryNodeComparator,4ed68cbf5dcf143da8e3b9fba320703fab17325be6e40cb669318e6b75691421,"This class provides a comparison mechanism for `Item` objects, enabling their sorting based on the owning document and then the item's internal number.",Node sorting,Strategy,,,442,456,80
exist-core/src/main/java/org/exist/xquery/value/ValueSequence.java,org.exist.xquery.value.ValueSequence$CollectionIterator,0d8ab415bfe0632a8c9b6de05b682d5b7a44e5fa03050d440f7d2972eb5c8e26,"This class provides an iterator for traversing through collections of items, yielding one collection at a time.",Collection Traversal,Iterator,,,402,496,71
exist-core/src/main/java/org/exist/xquery/value/ValueSequence.java,org.exist.xquery.value.ValueSequence$ValueSequenceIterator,38b990ba5ca82d8520642991e9aff3890740459d88750c97367da1f925c1c821,"This class acts as an iterator for a sequence of values, allowing traversal and skipping of elements.",Sequence iteration,Iterator,,,399,566,70
exist-core/src/main/java/org/exist/xquery/value/ValueSequence.java,org.exist.xquery.value.ValueSequence$ReverseValueSequenceIterator,ebd94f7fa8fa56095ae66d4cb99ec2ce3f532a09070ebcd383604188107d1763,"This class provides an iterator that traverses a sequence of values in reverse order, allowing for checks on the availability of subsequent elements, retrieval of the next item, and efficient skipping of elements.",Sequence Iteration,Iterator,State,,515,577,106
exist-core/src/main/java/org/exist/xquery/value/ValueSequence.java,org.exist.xquery.value.ValueSequence,0bf0533f78834beecacad92b71b4fde390e742d1bc21a682b49f95497dee7a9f,"This class represents a sequence that can hold a mix of atomic values and nodes, with capabilities for ordering, duplicate removal, and conversion to a node set.",Value Sequence,Composite,Iterator,Strategy,530,3289,116
exist-core/src/main/java/org/exist/xquery/value/GDayValue.java,org.exist.xquery.value.GDayValue,4dc6e0de9db2f0fb6bc94cbb081e0ce31ee0f5114d0101014b1af14088e19e4b,"Represents an xs:gDay atomic value and provides functionality for type conversion, date-time operations, and comparison.",Date/Time Value,Value Object,Value Transformation,,535,797,96
exist-core/src/main/java/org/exist/xquery/value/FunctionReference.java,org.exist.xquery.value.FunctionReference,818b134403a51c3f92bd331ff9a2ee2e57a68f990cf903970d82959d5978b714,"Represents a reference to a function that can be dynamically called, allowing for late binding and execution of function logic.",Function Reference,Strategy,Dynamic Invocation,Value Object,662,1798,111
exist-core/src/main/java/org/exist/xquery/value/Base64BinaryValueType.java,org.exist.xquery.value.Base64BinaryValueType,2c123142ccfe517dc3d7266a0d65634644e40904157ccefc156484284c4eb6ab,This class validates and formats strings intended to represent binary data encoded in Base64 format.,Base64 Encoding,Value Object,Type,,523,876,89
exist-core/src/main/java/org/exist/xquery/value/NodeValue.java,org.exist.xquery.value.NodeValue,74ac1a6ede37470264269a8fce0f165f6cfd8fcf0c464f71f10599df8dfc9366,"Represents a node value, which can be either an in-memory construct or a persistent database entry, providing methods for identity comparison, document order traversal, and retrieval of node-specific information.",Node Representation,Value Object,Interface,,637,1057,108
exist-core/src/main/java/org/exist/xquery/value/TimeUtils.java,org.exist.xquery.value.TimeUtils,fa264c8811cd38ff15090085cb7ca5b15f1187c078a17c1798d003c673d30f62,"This class serves as a centralized utility for time-related operations, primarily by delegating to an XML datatype factory to manage the creation of time and duration objects, while also providing control over timezone settings for testing purposes.",Time utilities,Singleton,Facade,Factory,557,2101,128
exist-core/src/main/java/org/exist/xquery/value/ArrayListValueSequence.java,org.exist.xquery.value.ArrayListValueSequence$ArrayListValueSequenceIterator,e55d6d842673f2d285cb521269a4cad697fec5d90d844fafd03d5a5c1fa461fa,"This class acts as an iterator for a sequence of values, adapting an existing iterator of items to conform to the SequenceIterator interface.",Sequence Iteration,Adapter,Iterator,,534,486,95
exist-core/src/main/java/org/exist/xquery/value/ArrayListValueSequence.java,org.exist.xquery.value.ArrayListValueSequence,6c517a6e3ec621004afbf7c74aef84b522af0737c6e0289fc8fc66cb8ffb2f58,"This class stores a sequence of items in an array list, providing efficient addition and iteration but without support for sorting.",Item sequence,Collection,Value Object,,546,2557,92
exist-core/src/main/java/org/exist/xquery/value/Type.java,org.exist.xquery.value.Type,4f8b6ad9cb2a25592f9611beb7ba0497a37ffac880956258b59907a12f3e6d2c,"This class defines and manages a comprehensive set of built-in data types and their hierarchical relationships, serving as a central registry for type information within the system.",Type Definition,Type Hierarchy,Registry,Constants,569,6022,117
exist-core/src/main/java/org/exist/xquery/value/DateTimeStampValue.java,org.exist.xquery.value.DateTimeStampValue,d8d7e02ba9786023f9991812f39fee880381d47f1f397e64caf8efe21c3b6d69,"This class represents an XML dateTimeStamp value, handling its creation, conversion, and type identification within the system.",Value Representation,Value Object,Immutable,,539,670,91
exist-core/src/main/java/org/exist/xquery/value/ComputableValue.java,org.exist.xquery.value.ComputableValue,4283a074db9b3e362a3984584c5a31f6e50acfb8a9eb444ddb1b60b115ed30d9,"This abstract class defines the contract for computable atomic values, outlining operations such as string conversion, type casting, comparison, arithmetic operations (addition, subtraction, multiplication, division), and finding minimum/maximum values.",Value Computation,Abstract Base Class,Strategy,Value Object,634,1055,129
exist-core/src/main/java/org/exist/xquery/value/SingleItemIterator.java,org.exist.xquery.value.SingleItemIterator,85f481dd76edf60189921e59247afe72924b6ef76cd95a9c3a9f66cf1f71c803,This iterator allows for a single item to be iterated over exactly once.,Single item iteration,Iterator,,,361,594,66
exist-core/src/main/java/org/exist/xquery/value/SequenceIterator.java,org.exist.xquery.value.SequenceIterator,f2dec0b9719a7a9cc13f7bad293d412f68e58c7b25c51c0048e0b78d22896a15,"This interface defines the contract for iterating over a sequence of items, providing methods to check for the existence of subsequent items, retrieve the next item, and optionally skip over a specified number of items.",Sequence Traversal,Iterator,Provider,,562,796,108
exist-core/src/main/java/org/exist/xquery/value/AtomicValue.java,org.exist.xquery.value.AtomicValue$EmptyValue,42068ffb7f312edf23c21a0b7056c134233773c094fe80401af2800ea67d9c6e,"This class represents an empty value within an XPath processing context, providing specific behaviors for operations like conversion, comparison, and sequence handling.",Empty Value,Immutable Object,Value Object,Marker Interface,559,1067,114
exist-core/src/main/java/org/exist/xquery/value/AtomicValue.java,org.exist.xquery.value.AtomicValue,5678ec1f402538cfc928d744fca6121381c19819b4605cb191ea6d5f8f40b8d4,"Represents an atomic value in the system, serving as a base for all simple, non-node values and implementing interfaces for items and sequences.",Atomic value,Abstract Base Class,Interface Implementation,Value Object,501,3299,118
exist-core/src/main/java/org/exist/xquery/value/FloatValue.java,org.exist.xquery.value.FloatValue,c3c199d9b3c3fb698b0ad82196753c65adef6d9558f828bfc5067df29f7032e2,"This class represents a floating-point numeric value, supporting standard arithmetic operations, comparisons, and conversions to other types, including special values like NaN and infinity.",Float Representation,Value Object,Immutable,Numeric Abstraction,581,2662,119
exist-core/src/main/java/org/exist/xquery/value/BinaryValueFromFile.java,org.exist.xquery.value.BinaryValueFromFile,0d1d971a3ee2557837d5d542afb1d80e0316fe544a6e34a030e1cb1cc56c3e1b,"Represents an XSD binary value backed by a file, enabling efficient handling of large binary data stored on disk.",File-backed Binary Value,Facade,Value Object,Resource Management,533,1204,113
exist-core/src/main/java/org/exist/xquery/value/FunctionReturnSequenceType.java,org.exist.xquery.value.FunctionReturnSequenceType,91e1f0dd6890cdd2565d8227cc07546f9d9ae8c9c839c464f5b7110a63750c63,This class defines the type and description of a sequence returned by an XQuery function.,Function return,Builder,Value Object,,635,738,86
